GAge	GCity	GCity_X	GCity_Y	GSex	GState	ID_LM	PersonNights	QCulture	QFood	QRoom	QSatisfaction	QService	SaturdayNights	Season	VFrom	VNights	VPersons	VPriceDeduction	VPriceFood	VPriceRoom	VPriceTotal	VTypeOfVisit	WSky	WTemperature	XEUR
44	Nitra	18.0902903	48.3139558	female	Slovakia	1156	4	81	66	43	average	63	0	0	2013-03-01 00:00:00	1	4	0	0	5800	5800	private	cloudy	-3.6	25.68
19	Nitra	18.0902903	48.3139558	male	Slovakia	1157	4	93	31	59	average	72	0	0	2013-03-01 00:00:00	1	4	0	0	5800	5800	private	cloudy	-3.6	25.68
65	Nitra	18.0902903	48.3139558	female	Slovakia	1158	4	45	36	57	average	57	0	0	2013-03-01 00:00:00	1	4	0	0	5800	5800	private	cloudy	-3.6	25.68
30	Wien	16.3736767	48.2115631	male	Austria	1159	14	20	16	15	low	25	-1	0	2013-03-07 00:00:00	7	2	200	0	20300	20100	business	sunny	-1.2	25.51
35	Linz	14.2862742	48.3066489	male	Austria	1160	6	48	58	41	average	64	-1	0	2013-03-08 00:00:00	2	3	200	0	8700	8500	private	cloudy	-1.3	25.45
70	Praha	14.4212806	50.0874967	male	CR	1161	4	51	36	55	average	55	0	0	2013-03-08 00:00:00	1	4	0	0	5800	5800	private	cloudy	-1.3	25.45
20	Nitra	18.0902903	48.3139558	male	Slovakia	1162	4	50	34	42	average	59	0	0	2013-03-08 00:00:00	1	4	0	0	5800	5800	private	cloudy	-1.3	25.45
79	Linz	14.2862742	48.3066489	female	Austria	1163	14	48	30	55	average	48	-1	0	2013-03-09 00:00:00	7	2	600	0	20300	19700	private	cloudy	3.3	25.45
41	Linz	14.2862742	48.3066489	male	Austria	1164	14	51	59	58	average	46	-1	0	2013-03-09 00:00:00	7	2	600	0	20300	19700	private	cloudy	3.3	25.45
30	Pilsen	13.3771556	49.7490406	male	CR	1165	2	72	78	99	high	85	0	0	2013-03-13 00:00:00	1	2	0	0	2900	2900	business	rain/snow	-2.9	25.63
46	Praha	14.4212806	50.0874967	male	CR	1166	2	70	67	98	high	96	0	0	2013-03-13 00:00:00	1	2	0	0	2900	2900	business	rain/snow	-2.9	25.63
57	Pilsen	13.3771556	49.7490406	male	CR	1167	3	57	68	84	high	95	0	0	2013-03-13 00:00:00	1	3	0	0	4350	4350	business	rain/snow	-2.9	25.63
27	Nitra	18.0902903	48.3139558	male	Slovakia	1168	14	34	10	21	low	39	-1	0	2013-03-14 00:00:00	7	2	200	0	20300	20100	business	sunny	-1.7	25.61
77	Salzburg	13.0475658	47.798095	female	Austria	1169	14	4	14	24	low	25	-1	0	2013-03-14 00:00:00	7	2	200	0	20300	20100	business	sunny	-1.7	25.61
36	Salzburg	13.0475658	47.798095	female	Austria	1170	7	19	13	38	low	21	-1	0	2013-03-14 00:00:00	7	1	200	0	10150	9950	business	sunny	-1.7	25.61
21	Salzburg	13.0475658	47.798095	female	Austria	1171	14	10	18	27	low	39	-1	0	2013-03-14 00:00:00	7	2	200	0	20300	20100	business	sunny	-1.7	25.61
37	Budweis	14.4757883	48.9763169	male	CR	1172	7	46	67	55	average	64	-1	0	2013-03-14 00:00:00	7	1	200	0	10150	9950	business	sunny	-1.7	25.61
21	Salzburg	13.0475658	47.798095	male	Austria	1173	14	19	23	38	low	16	-1	0	2013-03-14 00:00:00	7	2	200	0	20300	20100	business	sunny	-1.7	25.61
38	Budweis	14.4757883	48.9763169	female	CR	1174	28	51	22	42	average	64	-1	0	2013-03-14 00:00:00	7	4	200	0	40600	40400	business	sunny	-1.7	25.61
20	Salzburg	13.0475658	47.798095	male	Austria	1175	14	1	25	27	low	21	-1	0	2013-03-14 00:00:00	7	2	200	0	20300	20100	business	sunny	-1.7	25.61
21	Ústí nad Labem	14.0390819	50.6700692	male	CR	1176	14	35	24	24	low	16	-1	0	2013-03-14 00:00:00	7	2	200	0	20300	20100	business	sunny	-1.7	25.61
47	Linz	14.2862742	48.3066489	female	Austria	1177	4	84	35	49	average	72	-1	0	2013-03-15 00:00:00	2	2	200	0	5800	5600	private	sunny	1.1	25.57
82	Jihlava	15.5909008	49.3963828	male	CR	1178	1	99	57	48	average	55	0	0	2013-03-15 00:00:00	1	1	0	0	1450	1450	business	sunny	1.1	25.57
80	Salzburg	13.0475658	47.798095	male	Austria	1179	1	83	24	52	average	57	0	0	2013-03-15 00:00:00	1	1	0	0	1450	1450	private	sunny	1.1	25.57
70	Budweis	14.4757883	48.9763169	male	CR	1180	1	95	31	54	average	57	0	0	2013-03-15 00:00:00	1	1	0	0	1450	1450	private	sunny	1.1	25.57
36	Wien	16.3736767	48.2115631	female	Austria	1181	1	100	68	53	average	56	0	0	2013-03-15 00:00:00	1	1	0	0	1450	1450	business	sunny	1.1	25.57
80	Linz	14.2862742	48.3066489	male	Austria	1182	4	49	34	53	average	48	-1	0	2013-03-15 00:00:00	2	2	200	0	5800	5600	private	sunny	1.1	25.57
70	Linz	14.2862742	48.3066489	female	Austria	1183	2	51	68	58	average	69	-1	0	2013-03-15 00:00:00	2	1	200	0	2900	2700	private	sunny	1.1	25.57
21	Wien	16.3736767	48.2115631	female	Austria	1184	4	52	36	46	average	58	0	0	2013-03-15 00:00:00	1	4	0	0	5800	5800	private	sunny	1.1	25.57
30	Linz	14.2862742	48.3066489	female	Austria	1185	8	52	65	44	average	54	-1	0	2013-03-15 00:00:00	2	4	200	0	11600	11400	private	sunny	1.1	25.57
73	Linz	14.2862742	48.3066489	male	Austria	1186	6	94	68	45	average	59	-1	0	2013-03-15 00:00:00	2	3	200	0	8700	8500	private	sunny	1.1	25.57
64	Jihlava	15.5909008	49.3963828	male	CR	1187	1	50	35	49	average	56	0	0	2013-03-15 00:00:00	1	1	0	0	1450	1450	business	sunny	1.1	25.57
41	Linz	14.2862742	48.3066489	female	Austria	1188	6	52	22	45	average	54	-1	0	2013-03-15 00:00:00	2	3	200	0	8700	8500	private	sunny	1.1	25.57
41	Budweis	14.4757883	48.9763169	female	CR	1189	3	48	21	50	average	48	0	0	2013-03-15 00:00:00	1	3	0	0	4350	4350	private	sunny	1.1	25.57
30	Linz	14.2862742	48.3066489	female	Austria	1190	6	98	21	54	average	45	-1	0	2013-03-15 00:00:00	2	3	200	0	8700	8500	private	sunny	1.1	25.57
31	Linz	14.2862742	48.3066489	male	Austria	1191	6	49	34	41	average	64	-1	0	2013-03-15 00:00:00	2	3	200	0	8700	8500	private	sunny	1.1	25.57
43	Jihlava	15.5909008	49.3963828	male	CR	1192	4	47	21	45	average	46	0	0	2013-03-15 00:00:00	1	4	0	0	5800	5800	business	sunny	1.1	25.57
20	Pilsen	13.3771556	49.7490406	male	CR	1193	1	98	23	54	average	56	0	0	2013-03-15 00:00:00	1	1	0	0	1450	1450	private	sunny	1.1	25.57
53	Linz	14.2862742	48.3066489	male	Austria	1194	4	100	57	50	average	71	-1	0	2013-03-15 00:00:00	2	2	200	0	5800	5600	private	sunny	1.1	25.57
39	Jihlava	15.5909008	49.3963828	female	CR	1195	4	82	34	60	average	54	0	0	2013-03-15 00:00:00	1	4	0	0	5800	5800	business	sunny	1.1	25.57
45	Budweis	14.4757883	48.9763169	female	CR	1196	1	49	21	58	average	48	0	0	2013-03-15 00:00:00	1	1	0	0	1450	1450	private	sunny	1.1	25.57
46	Linz	14.2862742	48.3066489	female	Austria	1197	6	93	65	43	average	53	-1	0	2013-03-15 00:00:00	2	3	200	0	8700	8500	private	sunny	1.1	25.57
70	Jihlava	15.5909008	49.3963828	male	CR	1198	1	97	21	58	average	47	0	0	2013-03-15 00:00:00	1	1	0	0	1450	1450	business	sunny	1.1	25.57
72	Budweis	14.4757883	48.9763169	female	CR	1199	2	50	24	42	average	56	0	0	2013-03-15 00:00:00	1	2	0	0	2900	2900	private	sunny	1.1	25.57
73	Linz	14.2862742	48.3066489	female	Austria	1200	6	49	21	45	average	64	-1	0	2013-03-15 00:00:00	2	3	200	0	8700	8500	private	sunny	1.1	25.57
25	Linz	14.2862742	48.3066489	male	Austria	1201	4	98	36	53	average	70	-1	0	2013-03-15 00:00:00	2	2	200	0	5800	5600	private	sunny	1.1	25.57
79	Linz	14.2862742	48.3066489	male	Austria	1202	6	34	15	40	low	16	-1	0	2013-03-15 00:00:00	2	3	200	0	8700	8500	private	sunny	1.1	25.57
20	Jihlava	15.5909008	49.3963828	male	CR	1203	1	52	35	51	average	54	0	0	2013-03-15 00:00:00	1	1	0	0	1450	1450	business	sunny	1.1	25.57
25	Budweis	14.4757883	48.9763169	male	CR	1204	1	46	57	49	average	60	0	0	2013-03-15 00:00:00	1	1	0	0	1450	1450	private	sunny	1.1	25.57
72	Linz	14.2862742	48.3066489	female	Austria	1205	4	48	67	54	average	72	-1	0	2013-03-15 00:00:00	2	2	200	0	5800	5600	private	sunny	1.1	25.57
30	Budweis	14.4757883	48.9763169	male	CR	1206	2	98	31	57	average	64	0	0	2013-03-15 00:00:00	1	2	0	0	2900	2900	private	sunny	1.1	25.57
24	Linz	14.2862742	48.3066489	male	Austria	1207	4	94	31	53	average	58	-1	0	2013-03-15 00:00:00	2	2	200	0	5800	5600	private	sunny	1.1	25.57
66	Linz	14.2862742	48.3066489	female	Austria	1208	8	34	28	29	low	30	-1	0	2013-03-15 00:00:00	2	4	200	0	11600	11400	private	sunny	1.1	25.57
21	Jihlava	15.5909008	49.3963828	male	CR	1209	1	100	35	55	average	56	0	0	2013-03-15 00:00:00	1	1	0	0	1450	1450	business	sunny	1.1	25.57
21	Linz	14.2862742	48.3066489	male	Austria	1210	4	98	60	51	average	53	-1	0	2013-03-15 00:00:00	2	2	200	0	5800	5600	private	sunny	1.1	25.57
65	Linz	14.2862742	48.3066489	male	Austria	1211	14	97	24	47	average	58	-1	0	2013-03-16 00:00:00	7	2	600	0	20300	19700	private	sunny	-0.2	25.57
37	München	11.5836375	48.1364669	female	Germany	1212	7	49	65	50	average	54	-1	0	2013-03-16 00:00:00	7	1	600	0	10150	9550	private	sunny	-0.2	25.57
28	Dresden	13.7397044	51.0497456	male	Germany	1213	14	94	24	46	average	63	-1	0	2013-03-16 00:00:00	7	2	600	0	20300	19700	private	sunny	-0.2	25.57
58	Linz	14.2862742	48.3066489	male	Austria	1214	14	82	33	45	average	56	-1	0	2013-03-16 00:00:00	7	2	600	0	20300	19700	private	sunny	-0.2	25.57
51	Linz	14.2862742	48.3066489	female	Austria	1215	7	52	30	52	average	59	-1	0	2013-03-16 00:00:00	7	1	600	0	10150	9550	private	sunny	-0.2	25.57
54	Jihlava	15.5909008	49.3963828	female	CR	1216	14	83	34	42	average	48	-1	0	2013-03-16 00:00:00	7	2	600	0	20300	19700	private	sunny	-0.2	25.57
80	Pilsen	13.3771556	49.7490406	female	CR	1217	2	72	91	94	high	90	0	0	2013-03-20 00:00:00	1	2	0	0	2900	2900	business	cloudy	-7.7	25.68
30	Praha	14.4212806	50.0874967	male	CR	1285	28	34	21	21	low	25	-1	0	2013-04-06 00:00:00	7	4	600	0	40600	40000	private	sunny	11.4	25.77
22	Linz	14.2862742	48.3066489	female	Austria	1286	42	57	78	84	high	89	-1	0	2013-04-06 00:00:00	21	2	1400	0	60900	59500	private	sunny	11.4	25.77
73	Hradec Králové	15.8353464	50.2100194	male	CR	1287	28	52	65	58	average	48	-1	0	2013-04-06 00:00:00	7	4	600	0	40600	40000	private	sunny	11.4	25.77
21	Praha	14.4212806	50.0874967	female	CR	1288	14	7	22	39	low	25	-1	0	2013-04-06 00:00:00	7	2	600	0	20300	19700	private	sunny	11.4	25.77
74	Hradec Králové	15.8353464	50.2100194	female	CR	1289	28	46	65	46	average	70	-1	0	2013-04-06 00:00:00	7	4	600	0	40600	40000	private	sunny	11.4	25.77
82	Zlín	17.6700633	49.2280669	male	CR	1290	42	62	91	92	high	100	-1	0	2013-04-06 00:00:00	21	2	1400	0	60900	59500	private	sunny	11.4	25.77
70	Hradec Králové	15.8353464	50.2100194	male	CR	1291	7	84	32	51	average	55	-1	0	2013-04-06 00:00:00	7	1	600	0	10150	9550	private	sunny	11.4	25.77
68	München	11.5836375	48.1364669	female	Germany	1292	14	19	13	15	low	24	-1	0	2013-04-06 00:00:00	7	2	600	0	20300	19700	private	sunny	11.4	25.77
53	Linz	14.2862742	48.3066489	female	Austria	1293	42	48	92	84	high	97	-1	0	2013-04-06 00:00:00	21	2	1400	0	60900	59500	private	sunny	11.4	25.77
54	Hradec Králové	15.8353464	50.2100194	male	CR	1294	28	99	31	43	average	72	-1	0	2013-04-06 00:00:00	7	4	600	0	40600	40000	private	sunny	11.4	25.77
69	Praha	14.4212806	50.0874967	male	CR	1295	7	33	25	16	low	29	-1	0	2013-04-06 00:00:00	7	1	600	0	10150	9550	private	sunny	11.4	25.77
36	Linz	14.2862742	48.3066489	male	Austria	1296	42	54	74	84	high	89	-1	0	2013-04-06 00:00:00	21	2	1400	0	60900	59500	private	sunny	11.4	25.77
31	Budweis	14.4757883	48.9763169	male	CR	1297	14	98	29	47	average	53	-1	0	2013-04-06 00:00:00	7	2	600	0	20300	19700	private	sunny	11.4	25.77
33	Linz	14.2862742	48.3066489	male	Austria	1298	42	61	83	93	high	99	-1	0	2013-04-06 00:00:00	21	2	1400	0	60900	59500	private	sunny	11.4	25.77
34	Budweis	14.4757883	48.9763169	female	CR	1299	21	46	36	43	average	53	-1	0	2013-04-06 00:00:00	7	3	600	0	30450	29850	private	sunny	11.4	25.77
21	Budweis	14.4757883	48.9763169	male	CR	1300	14	95	35	41	average	59	-1	0	2013-04-06 00:00:00	7	2	600	0	20300	19700	private	sunny	11.4	25.77
30	Praha	14.4212806	50.0874967	female	CR	1301	14	3	15	22	low	24	-1	0	2013-04-06 00:00:00	7	2	600	0	20300	19700	private	sunny	11.4	25.77
68	Praha	14.4212806	50.0874967	female	CR	1302	14	2	23	32	low	37	-1	0	2013-04-06 00:00:00	7	2	600	0	20300	19700	private	sunny	11.4	25.77
28	Linz	14.2862742	48.3066489	female	Austria	1303	63	55	73	100	high	81	-1	0	2013-04-06 00:00:00	21	3	1400	0	91350	89950	private	sunny	11.4	25.77
42	Budweis	14.4757883	48.9763169	female	CR	1304	14	97	65	43	average	63	-1	0	2013-04-06 00:00:00	7	2	600	0	20300	19700	private	sunny	11.4	25.77
36	Wien	16.3736767	48.2115631	male	Austria	1305	2	2	9	27	low	13	0	0	2013-04-07 00:00:00	2	1	200	0	2900	2700	private	rain/snow	8.9	25.77
33	Olomouc	17.2498364	49.5961789	female	CR	1306	2	54	80	97	high	81	0	0	2013-04-09 00:00:00	1	2	0	0	2900	2900	business	sunny	7.4	25.76
33	Olomouc	17.2498364	49.5961789	female	CR	1307	2	53	80	86	high	86	0	0	2013-04-09 00:00:00	1	2	0	0	2900	2900	business	sunny	7.4	25.76
53	Brno	16.6153758	49.1921808	female	CR	1330	1	97	30	49	average	53	0	0	2013-04-21 00:00:00	1	1	200	0	1450	1250	private	rain/snow	6.1	25.86
81	Brno	16.6153758	49.1921808	female	CR	1331	1	82	68	53	average	55	0	0	2013-04-21 00:00:00	1	1	200	0	1450	1250	private	rain/snow	6.1	25.86
52	Jihlava	15.5909008	49.3963828	male	CR	1332	2	97	59	50	average	69	0	0	2013-04-23 00:00:00	1	2	0	0	2900	2900	private	rain/snow	7.8	25.91
36	Salzburg	13.0475658	47.798095	male	Austria	1333	42	98	34	41	average	63	-1	0	2013-04-23 00:00:00	21	2	200	0	60900	60700	business	rain/snow	7.8	25.91
34	Wien	16.3736767	48.2115631	male	Austria	1334	2	48	30	46	average	61	0	0	2013-04-23 00:00:00	1	2	0	0	2900	2900	private	rain/snow	7.8	25.91
50	Linz	14.2862742	48.3066489	male	Austria	1335	2	63	91	87	high	94	0	0	2013-04-25 00:00:00	1	2	0	0	2900	2900	business	sunny	6.0	25.9
39	Linz	14.2862742	48.3066489	male	Austria	1336	2	64	68	84	high	93	0	0	2013-04-25 00:00:00	1	2	0	0	2900	2900	business	sunny	6.0	25.9
82	Linz	14.2862742	48.3066489	male	Austria	1337	2	48	78	95	high	89	0	0	2013-04-25 00:00:00	1	2	0	0	2900	2900	business	sunny	6.0	25.9
67	Linz	14.2862742	48.3066489	male	Austria	1338	8	81	36	56	average	47	-1	0	2013-04-26 00:00:00	2	4	200	0	11600	11400	private	rain/snow	11.1	25.74
19	Linz	14.2862742	48.3066489	female	Austria	1339	8	100	66	47	average	55	-1	0	2013-04-26 00:00:00	2	4	200	0	11600	11400	private	rain/snow	11.1	25.74
51	München	11.5836375	48.1364669	female	Germany	1340	14	97	32	49	average	54	-1	0	2013-04-27 00:00:00	14	1	1000	0	20300	19300	private	rain/snow	13.4	25.74
58	Linz	14.2862742	48.3066489	female	Austria	1341	21	18	16	29	low	39	-1	0	2013-04-27 00:00:00	21	1	1400	0	30450	29050	private	rain/snow	13.4	25.74
36	Linz	14.2862742	48.3066489	male	Austria	1342	21	19	16	14	low	22	-1	0	2013-04-27 00:00:00	21	1	1400	0	30450	29050	private	rain/snow	13.4	25.74
46	Zlín	17.6700633	49.2280669	female	CR	1343	21	5	22	22	low	29	-1	0	2013-04-27 00:00:00	21	1	1400	0	30450	29050	private	rain/snow	13.4	25.74
48	Dresden	13.7397044	51.0497456	female	Germany	1344	14	84	21	45	average	46	-1	0	2013-04-27 00:00:00	14	1	1000	0	20300	19300	private	rain/snow	13.4	25.74
67	Brno	16.6153758	49.1921808	male	CR	1345	3	97	34	52	average	47	0	0	2013-04-28 00:00:00	1	3	200	0	4350	4150	private	sunny	14.2	25.74
34	München	11.5836375	48.1364669	female	Germany	1346	1	94	21	54	average	62	0	0	2013-04-28 00:00:00	1	1	200	0	1450	1250	private	sunny	14.2	25.74
81	Budweis	14.4757883	48.9763169	male	CR	1347	4	83	36	47	average	54	0	0	2013-04-29 00:00:00	1	4	0	0	5800	5800	business	rain/snow	16.7	25.7
22	Jihlava	15.5909008	49.3963828	male	CR	1348	2	98	30	52	average	47	0	0	2013-04-30 00:00:00	1	2	0	0	2900	2900	private	sunny	21.9	25.8
20	Jihlava	15.5909008	49.3963828	male	CR	1349	2	97	23	44	average	71	0	0	2013-04-30 00:00:00	1	2	0	0	2900	2900	private	sunny	21.9	25.8
56	Jihlava	15.5909008	49.3963828	female	CR	1350	2	49	60	53	average	62	0	0	2013-04-30 00:00:00	1	2	0	0	2900	2900	private	sunny	21.9	25.8
67	Jihlava	15.5909008	49.3963828	female	CR	1351	1	46	60	55	average	64	0	0	2013-04-30 00:00:00	1	1	0	0	1450	1450	private	sunny	21.9	25.8
55	Linz	14.2862742	48.3066489	male	Austria	1374	8	84	60	50	average	69	-1	0	2013-05-03 00:00:00	2	4	200	0	11600	11400	private	sunny	10.1	25.64
58	Linz	14.2862742	48.3066489	female	Austria	1375	4	48	78	94	high	92	-1	0	2013-05-03 00:00:00	2	2	200	0	5800	5600	private	sunny	10.1	25.64
25	Dresden	13.7397044	51.0497456	male	Germany	1376	14	47	24	60	average	59	-1	0	2013-05-04 00:00:00	14	1	1000	0	20300	19300	private	rain/snow	9.7	25.64
55	Linz	14.2862742	48.3066489	female	Austria	1377	21	36	13	14	low	23	-1	0	2013-05-04 00:00:00	21	1	1400	0	30450	29050	private	rain/snow	9.7	25.64
35	Zlín	17.6700633	49.2280669	female	CR	1378	21	35	10	28	low	14	-1	0	2013-05-04 00:00:00	21	1	1400	0	30450	29050	private	rain/snow	9.7	25.64
62	Linz	14.2862742	48.3066489	male	Austria	1379	21	12	26	37	low	31	-1	0	2013-05-04 00:00:00	21	1	1400	0	30450	29050	private	rain/snow	9.7	25.64
33	Linz	14.2862742	48.3066489	female	Austria	1380	84	5	26	21	low	21	-1	0	2013-05-04 00:00:00	21	4	1400	0	121800	120400	private	rain/snow	9.7	25.64
28	Linz	14.2862742	48.3066489	male	Austria	1381	21	10	20	39	low	21	-1	0	2013-05-04 00:00:00	21	1	1400	0	30450	29050	private	rain/snow	9.7	25.64
59	Budweis	14.4757883	48.9763169	female	CR	1382	1	100	65	56	average	45	0	0	2013-05-06 00:00:00	1	1	0	0	1450	1450	business	cloudy	16.6	25.69
19	Budweis	14.4757883	48.9763169	female	CR	1383	1	49	29	60	average	61	0	0	2013-05-06 00:00:00	1	1	0	0	1450	1450	business	cloudy	16.6	25.69
65	Budweis	14.4757883	48.9763169	female	CR	1384	2	95	22	46	average	47	0	0	2013-05-06 00:00:00	1	2	0	0	2900	2900	business	cloudy	16.6	25.69
80	Budweis	14.4757883	48.9763169	female	CR	1385	1	100	57	44	average	70	0	0	2013-05-06 00:00:00	1	1	0	0	1450	1450	business	cloudy	16.6	25.69
62	Budweis	14.4757883	48.9763169	male	CR	1386	1	95	33	54	average	45	0	0	2013-05-06 00:00:00	1	1	0	0	1450	1450	business	cloudy	16.6	25.69
35	Budweis	14.4757883	48.9763169	male	CR	1387	1	51	30	56	average	63	0	0	2013-05-06 00:00:00	1	1	0	0	1450	1450	business	cloudy	16.6	25.69
32	Jihlava	15.5909008	49.3963828	male	CR	1388	2	100	33	60	average	69	0	0	2013-05-07 00:00:00	1	2	0	0	2900	2900	private	rain/snow	17.8	25.75
30	Linz	14.2862742	48.3066489	male	Austria	1389	4	59	68	84	high	85	-1	0	2013-05-10 00:00:00	2	2	200	0	5800	5600	private	cloudy	8.5	25.81
36	Pardubice	15.780415	50.0409775	female	CR	1390	21	61	90	86	high	94	-1	0	2013-05-11 00:00:00	7	3	600	0	30450	29850	private	cloudy	8.9	25.81
78	Dresden	13.7397044	51.0497456	male	Germany	1391	14	83	30	51	average	70	-1	0	2013-05-11 00:00:00	14	1	1000	0	20300	19300	private	cloudy	8.9	25.81
33	München	11.5836375	48.1364669	male	Germany	1392	14	47	66	57	average	45	-1	0	2013-05-11 00:00:00	14	1	1000	0	20300	19300	private	cloudy	8.9	25.81
50	Dresden	13.7397044	51.0497456	male	Germany	1393	14	52	35	54	average	56	-1	0	2013-05-11 00:00:00	14	1	1000	0	20300	19300	private	cloudy	8.9	25.81
38	Dresden	13.7397044	51.0497456	female	Germany	1394	14	99	22	42	average	56	-1	0	2013-05-11 00:00:00	14	1	1000	0	20300	19300	private	cloudy	8.9	25.81
28	Salzburg	13.0475658	47.798095	male	Austria	1395	14	50	59	47	average	60	-1	0	2013-05-11 00:00:00	14	1	1000	0	20300	19300	private	cloudy	8.9	25.81
23	Dresden	13.7397044	51.0497456	female	Germany	1419	56	47	23	56	average	72	-1	0	2013-05-18 00:00:00	14	4	1000	0	81200	80200	private	sunny	20.3	25.99
21	Jihlava	15.5909008	49.3963828	female	CR	1420	14	81	65	46	average	53	-1	0	2013-05-18 00:00:00	14	1	1000	0	20300	19300	private	sunny	20.3	25.99
66	München	11.5836375	48.1364669	female	Germany	1421	14	96	58	43	average	53	-1	0	2013-05-18 00:00:00	14	1	1000	0	20300	19300	private	sunny	20.3	25.99
62	München	11.5836375	48.1364669	female	Germany	1422	14	49	30	48	average	45	-1	0	2013-05-18 00:00:00	14	1	1000	0	20300	19300	private	sunny	20.3	25.99
75	Pardubice	15.780415	50.0409775	female	CR	1423	14	56	89	84	high	95	-1	0	2013-05-18 00:00:00	7	2	600	0	20300	19700	private	sunny	20.3	25.99
76	München	11.5836375	48.1364669	male	Germany	1424	14	94	59	41	average	54	-1	0	2013-05-18 00:00:00	14	1	1000	0	20300	19300	private	sunny	20.3	25.99
76	Wien	16.3736767	48.2115631	male	Austria	1425	14	84	23	59	average	69	-1	0	2013-05-18 00:00:00	14	1	1000	0	20300	19300	private	sunny	20.3	25.99
24	München	11.5836375	48.1364669	female	Germany	1426	14	51	65	48	average	59	-1	0	2013-05-18 00:00:00	14	1	1000	0	20300	19300	private	sunny	20.3	25.99
64	Dresden	13.7397044	51.0497456	male	Germany	1427	14	35	22	30	low	21	-1	0	2013-05-22 00:00:00	7	2	200	0	20300	20100	private	sunny	18.6	26.07
24	Dresden	13.7397044	51.0497456	female	Germany	1428	21	2	12	40	low	24	-1	0	2013-05-22 00:00:00	7	3	200	0	30450	30250	private	sunny	18.6	26.07
25	Linz	14.2862742	48.3066489	female	Austria	1429	2	54	68	91	high	83	0	0	2013-05-23 00:00:00	1	2	0	0	2900	2900	business	cloudy	10.5	26.09
29	Salzburg	13.0475658	47.798095	male	Austria	1430	8	19	22	38	low	37	-1	0	2013-05-24 00:00:00	2	4	200	0	11600	11400	private	rain/snow	9.9	26.0
76	Praha	14.4212806	50.0874967	male	CR	1431	4	20	19	30	low	39	-1	0	2013-05-24 00:00:00	2	2	200	0	5800	5600	private	rain/snow	9.9	26.0
62	Budweis	14.4757883	48.9763169	male	CR	1432	4	72	68	90	high	90	-1	0	2013-05-24 00:00:00	2	2	200	0	5800	5600	private	rain/snow	9.9	26.0
31	Pardubice	15.780415	50.0409775	male	CR	1433	21	94	32	54	average	70	-1	0	2013-05-25 00:00:00	7	3	600	0	30450	29850	private	rain/snow	10.8	26.0
70	Pardubice	15.780415	50.0409775	female	CR	1434	14	61	89	98	high	81	-1	0	2013-05-25 00:00:00	7	2	600	0	20300	19700	private	rain/snow	10.8	26.0
42	Dresden	13.7397044	51.0497456	male	Germany	1435	14	95	67	57	average	61	-1	0	2013-05-25 00:00:00	14	1	1000	0	20300	19300	private	rain/snow	10.8	26.0
20	Pardubice	15.780415	50.0409775	male	CR	1436	14	63	74	91	high	83	-1	0	2013-05-25 00:00:00	7	2	600	0	20300	19700	private	rain/snow	10.8	26.0
20	München	11.5836375	48.1364669	female	Germany	1437	14	51	33	46	average	53	-1	0	2013-05-25 00:00:00	14	1	1000	0	20300	19300	private	rain/snow	10.8	26.0
56	Pardubice	15.780415	50.0409775	male	CR	1438	14	71	89	93	high	88	-1	0	2013-05-25 00:00:00	7	2	600	0	20300	19700	private	rain/snow	10.8	26.0
40	München	11.5836375	48.1364669	female	Germany	1439	14	46	68	44	average	55	-1	0	2013-05-25 00:00:00	14	1	1000	0	20300	19300	private	rain/snow	10.8	26.0
37	München	11.5836375	48.1364669	female	Germany	1440	14	99	36	58	average	55	-1	0	2013-05-25 00:00:00	14	1	1000	0	20300	19300	private	rain/snow	10.8	26.0
46	Budweis	14.4757883	48.9763169	male	CR	1463	1	48	79	97	high	99	0	0	2013-05-31 00:00:00	1	1	0	0	1450	1450	private	sunny	20.9	25.71
21	Salzburg	13.0475658	47.798095	male	Austria	1464	8	33	21	40	low	32	-1	0	2013-05-31 00:00:00	2	4	200	0	11600	11400	private	sunny	20.9	25.71
64	Budweis	14.4757883	48.9763169	female	CR	1465	1	54	80	93	high	83	0	0	2013-05-31 00:00:00	1	1	0	0	1450	1450	private	sunny	20.9	25.71
32	Salzburg	13.0475658	47.798095	female	Austria	1466	4	4	12	22	low	14	-1	0	2013-05-31 00:00:00	2	2	200	0	5800	5600	private	sunny	20.9	25.71
65	Budweis	14.4757883	48.9763169	female	CR	1467	1	56	82	91	high	81	0	0	2013-05-31 00:00:00	1	1	0	0	1450	1450	private	sunny	20.9	25.71
29	Budweis	14.4757883	48.9763169	male	CR	1468	1	57	83	89	high	89	0	0	2013-05-31 00:00:00	1	1	0	0	1450	1450	private	sunny	20.9	25.71
